activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;liquid crystal display, unmounted;2a87c5320bbf968cb5d8bb333c28e0b5;market for liquid crystal display, unmounted;kilogram;GLO;ecoinvent_3.9.1_cutoff;2610;Manufacture of electronic components and boards;47315;Monitors and projectors, principally used in an automatic data processing system;MachElecTrans;Metal/electronic equipments and parts
market activity;ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger;cd0f7d529a724d3e61a0c405bdded582;market for ventilation system, central, 1 x 720 m3/h, polyethylene ducts, with earth tube heat exchanger;unit;GLO;ecoinvent_3.9.1_cutoff;4322;Plumbing, heat and air-conditioning installation;44815;Fans and ventilating or recycling hoods of the domestic type;MachElecTrans;Metal/electronic equipments and parts
market activity;peat;de9fc23e0086760d29ef234de23e8f44;market for peat;kilogram;RoW;ecoinvent_3.9.1_cutoff;892;Extraction of peat;11050;Peat;OreMinFuel;Ores, minerals & fuels
market activity;lithium hydroxide;464c6360725050e3227a12d9cfb2afeb;market for lithium hydroxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market activity;wastewater from potato starch production;14c6ffc4fc6c8126c654750146769e3e;market for wastewater from potato starch production;cubic meter;RoW;ecoinvent_3.9.1_cutoff;3700;Sewerage;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;heavy water;14fdba12e9bad5e0f0ca4ff8be3645da;market for heavy water;kilogram;GLO;ecoinvent_3.9.1_cutoff;2029;Manufacture of other chemical products n.e.c.;34260;Isotopes n.e.c. and compounds thereof (including heavy water);Chemical;Chemical products
market activity;dimethyl ether;28e8902c28c9c699e5c871a3f829e68e;market for dimethyl ether;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;waste polyethylene terephthalate;c74ebd4ec663ce8c96d41fce1745394f;market for waste polyethylene terephthalate;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39270;Waste, parings and scrap of plastics;AgriForeAnim;Agricultural and forestry products
market activity;residues, MSWI-WWT, WW from pig iron production;b6d97773af8a23e6f781da342e3894a8;market for residues, MSWI-WWT, WW from pig iron production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;3932;Ash and residue (except from the manufacture of iron or steel), containing metals or metallic compounds, except[…];AgriForeAnim;Agricultural and forestry products
market activity;residue from mechanical treatment, desktop computer;bddcdefcb4a639d7e61e18ac05fa91a4;market for residue from mechanical treatment, desktop computer;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;cadmium sulfide, semiconductor-grade;0dd4b92a22e8a251469a1f603fc2022c;market for cadmium sulfide, semiconductor-grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market activity;tall oil, crude;c55c8e8d5bc6a1a80b3c5b0a633b6b84;market for tall oil, crude;kilogram;GLO;ecoinvent_3.9.1_cutoff;1701;Manufacture of pulp, paper and paperboard;34400;"Activated natural mineral products; animal black; tall oil; terpenic oils produced by the treatment of conifer[…]";Chemical;Chemical products
market activity;nuclear power plant, pressure water reactor, 650MW;bc3a8b04784e8094dafa9f0bb9131e44;market for nuclear power plant, pressure water reactor, 650MW;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;woven bamboo mat;326c6c87b737f685fe19c80ac69cceb5;market for woven bamboo mat;kilogram;RoW;ecoinvent_3.9.1_cutoff;162;Manufacture of products of wood, cork, straw and plaiting materials;31212;Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet flooring, […];ProcBio;Wood, straw & cork
market activity;ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;05b4af4e0f77945470397f8e64c28f3d;market for ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;unit;GLO;ecoinvent_3.9.1_cutoff;4322;Plumbing, heat and air-conditioning installation;44815;Fans and ventilating or recycling hoods of the domestic type;MachElecTrans;Metal/electronic equipments and parts
market activity;cream, from cow milk;9c430f2ea237446b0876238b4688f950;market for cream, from cow milk;kilogram;GLO;ecoinvent_3.9.1_cutoff;1050;Manufacture of dairy products;22241;Butter and other fats and oils derived from milk of cattle;ProcBio;Food & beverages, animal feed
market activity;soybean oil, refined;e1fe20ef0393a1141c5a4a04e9c4f94c;market for soybean oil, refined;kilogram;GLO;ecoinvent_3.9.1_cutoff;1040;Manufacture of vegetable and animal oils and fats;21611;Soya bean oil, crude;ProcBio;Food & beverages, animal feed
market activity;inert gas for discharge lamps;6047d7507e2539a1b6d8753cc581fa37;market for inert gas for discharge lamps;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;hay;d0599b36cb901382d8cea9968512739e;market for hay;kilogram;GLO;ecoinvent_3.9.1_cutoff;119;Growing of other non-perennial crops;1919;Forage products, n.e.c.;;
market activity;spinach;65a59a52f5396ad59802eeb669d42bf5;market for spinach;kilogram;GLO;ecoinvent_3.9.1_cutoff;113;Growing of vegetables and melons, roots and tubers;1215;Spinach;OreMinFuel;Ores, minerals & fuels
market activity;printer, laser, black/white;35be3df51e4bd0eba8eb514b2d25f49c;market for printer, laser, black/white;unit;GLO;ecoinvent_3.9.1_cutoff;2620;Manufacture of computers and peripheral equipment;45264;Laser printers used with data processing machines;MachElecTrans;Metal/electronic equipments and parts
market activity;mill scale;9707108a2cef0b0a07d178790ef87a51;market for mill scale;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;deep drawing, steel, 10000 kN press, single stroke;79a98e6ede21bea003f46c720aeac281;market for deep drawing, steel, 10000 kN press, single stroke;kilogram;GLO;ecoinvent_3.9.1_cutoff;2591;"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";89330;Metal forging, pressing, stamping, roll forming and powder metallurgy services;;
market activity;used toner module, laser printer, black/white;27dbe02de7477f921917a9ceaf218a82;market for used toner module, laser printer, black/white;kilogram;GLO;ecoinvent_3.9.1_cutoff;2817;Manufacture of office machinery and equipment (except computers and periphe;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;sugar, from sugar beet;07aa609c1736d7750e6fc4836d6b3726;market for sugar, from sugar beet;kilogram;GLO;ecoinvent_3.9.1_cutoff;1072;Manufacture of sugar;23512;Beet sugar;ProcBio;Food & beverages, animal feed
market activity;oriented strand board;a0eb06865e4230e9018112f6db1f0140;market for oriented strand board;cubic meter;RoW;ecoinvent_3.9.1_cutoff;1621;Manufacture of veneer sheets and wood-based panels;31432;Oriented strand board (OSB);ProcBio;Wood, straw & cork
market activity;sawnwood, softwood, raw, dried (u=20%);932667e365c8eea7098761e6090bebfe;market for sawnwood, softwood, raw, dried (u=20%);cubic meter;RoW;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;cyclohexanol;d06fd409d03bd7339dd73b9fc3778a76;market for cyclohexanol;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
ordinary transforming activity;mischmetal;06b38090618ed2640dd2f6203f78fa03;europium oxide to generic market for mischmetal;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;disk drive, CD/DVD, ROM, for laptop computer;952cb98e3b2d793d0b7882b6bac6be02;market for disk drive, CD/DVD, ROM, for laptop computer;unit;GLO;ecoinvent_3.9.1_cutoff;2620;Manufacture of computers and peripheral equipment;45272;Removable media storage units;MachElecTrans;Metal/electronic equipments and parts
market activity;tyre wear emissions, passenger car;86a5e4c4b9e1643c59f2eb1d37af7c92;market for tyre wear emissions, passenger car;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39260;Used pneumatic tyres of rubber;AgriForeAnim;Agricultural and forestry products
market activity;nuclear fuel factory;af93b929cb25eef21b55f57ae4dfe199;market for nuclear fuel factory;unit;GLO;ecoinvent_3.9.1_cutoff;4100;Construction of buildings;53121;Industrial buildings;;
market activity;hydraulic fracturing fluid;2d61fad5617b6a30bdf52dfaeb219a43;market for hydraulic fracturing fluid;cubic meter;GLO;ecoinvent_3.9.1_cutoff;2029;Manufacture of other chemical products n.e.c.;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;cable yarder with sled winch;bd62403bfcf0381ca09fc59e71e13aa6;market for cable yarder with sled winch;unit;GLO;ecoinvent_3.9.1_cutoff;2821;Manufacture of agricultural and forestry machinery;441;Agricultural or forestry machinery and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;dimethyl carbonate;2c27b8f0ec0b09c9831ebe8d75501621;market for dimethyl carbonate;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34180;Phosphoric esters and their salts or esters of other inorganic acids (excluding esters of hydrogen halides) an[…];Chemical;Chemical products
market activity;hafnium sponge;fc220c73a8fd0b18427b8906c0583178;market for hafnium sponge;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;urea formaldehyde resin;10d8d528d6867581136675438c21d124;market for urea formaldehyde resin;kilogram;RoW;ecoinvent_3.9.1_cutoff;2013;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market activity;sewage sludge, 70% water, WWT, WW from plywood production;ddd4881cde5223b78ae3d1c80c5efd48;market for sewage sludge, 70% water, WWT, WW from plywood production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;used intermodal shipping container, 40-foot;97f8429f8b8aaf867e44fa4acf9ff776;market for used intermodal shipping container, 40-foot;unit;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;cast iron removed by turning, primarily dressing, conventional;581fdc342e06de0cf32392aa4d62a29c;market for cast iron removed by turning, primarily dressing, conventional;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;geothermal power plant, undefined type;991fdaf15912a9951dc240131af6d7b1;market for geothermal power plant, undefined type;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;sulfidic tailings, from gold mine operation;a405342c120ba9ed9fd2fd88b7cef075;market for sulfidic tailings, from gold mine operation;kilogram;RoW;ecoinvent_3.9.1_cutoff;3822;Treatment and disposal of hazardous waste;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;stone wool;5fe737e81e21b216773768cd3bf78013;market for stone wool;kilogram;GLO;ecoinvent_3.9.1_cutoff;2399;Manufacture of other non-metallic mineral products n.e.c.;37990;Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…];GlasNonMetal;Glass and other non-metallic products
market activity;hydrogen, liquid;957c7cd32850cbf34c485588bb417f6c;market for hydrogen, liquid;kilogram;RoW;ecoinvent_3.9.1_cutoff;1920;Manufacture of refined petroleum products;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;spent automobile catalyst;75ce34e6b8a850ab140a6c9972db3426;market for spent automobile catalyst;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;rice seed, for sowing;b0ccf4b640d7a7ac8a14a27de179c5eb;market for rice seed, for sowing;kilogram;GLO;ecoinvent_3.9.1_cutoff;164;Seed processing for propagation;1161;Rye, seed;OreMinFuel;Ores, minerals & fuels
market activity;furnace, wood chips, with silo, 300kW;a6fcb3a42fb979df053faa92714bcc93;market for furnace, wood chips, with silo, 300kW;unit;GLO;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments and parts
market activity;fermentation filtrate;b045ec2262a7210bb2b95726ca5cf545;market for fermentation filtrate;kilogram;GLO;ecoinvent_3.9.1_cutoff;161;Support activities for crop production;34659;Fertilizers n.e.c.;Chemical;Chemical products
ordinary transforming activity;protein feed, 100% crude;d35ad841e07b5d180ec9395ec6502d10;flax husks to generic market for energy feed;kilogram;RoW;ecoinvent_3.9.1_cutoff;1080;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;heat and power co-generation unit, organic Rankine cycle, 200kW electrical;af20dbb65d6aaeefc374874086d53647;market for heat and power co-generation unit, organic Rankine cycle, 200kW electrical;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;sewage sludge, 75% water, WWT, WW from vegetable oil refinery;b6cf579accc18232efb676134bb6c572;market for sewage sludge, 75% water, WWT, WW from vegetable oil refinery;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;urea formaldehyde foam slab, hard;74427c594f33c53968bd6a33a1cebda2;market for urea formaldehyde foam slab, hard;kilogram;GLO;ecoinvent_3.9.1_cutoff;2220;Manufacture of plastics products;36920;Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics;PlastRub;Plastics & rubber products
market activity;polyaluminium chloride;11192763bb46848d8960aa1fba914d6b;market for polyaluminium chloride;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;fava bean;2fe8a059a9f3b3a2bd6e668957e9d0ca;market for fava bean;kilogram;GLO;ecoinvent_3.9.1_cutoff;111;Growing of cereals (except rice), leguminous crops and oil seeds;1243;Broad beans and horse beans, green;OreMinFuel;Ores, minerals & fuels
market activity;sweetening, natural gas;3572c8a72e7c92f2f693057a112a9845;market for sweetening, natural gas;cubic meter;GLO;ecoinvent_3.9.1_cutoff;620;Extraction of natural gas;8621;Support services to mining;;
market activity;tellurium, semiconductor-grade;22ca1e4b597f6f8618b1b2e614df2954;market for tellurium, semiconductor-grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;salt;9ba7c065eece194826270534aedf7bd5;market for salt;kilogram;GLO;ecoinvent_3.9.1_cutoff;893;Extraction of salt;16200;"Salt and pure sodium chloride; sea water";OreMinFuel;Ores, minerals & fuels
market activity;buttermilk, from cow milk;e6c5b0ef5e726f9d2686a79fd25128e7;market for buttermilk, from cow milk;kilogram;GLO;ecoinvent_3.9.1_cutoff;1050;Manufacture of dairy products;22241;Butter and other fats and oils derived from milk of cattle;ProcBio;Food & beverages, animal feed
market activity;helium;612a9183c7bac2685fb87a699974c8aa;market for helium;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;compact fluorescent lamp;8d79fa540c2e49f0c73497a55a0df294;market for compact fluorescent lamp;unit;GLO;ecoinvent_3.9.1_cutoff;2740;Manufacture of electric lighting equipment;4653;Lighting equipment;MachElecTrans;Metal/electronic equipments and parts
market activity;used IT accessory;9f0ee9700480f2aee078b4f78c5babcc;market for used IT accessory;kilogram;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;acetamide-anillide-compound, unspecified;00b1b052ebf9b51c3d8a715d9eb6a989;market for acetamide-anillide-compound, unspecified;kilogram;GLO;ecoinvent_3.9.1_cutoff;2021;Manufacture of pesticides and other agrochemical products;3466;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market activity;uranium tailing, non-radioactive emission;4e7513c392a3d390068645789ca99c25;market for uranium tailing, non-radioactive emission;cubic meter;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;sawnwood, beam, softwood, raw, dried (u=10%);3a114d3fde564aa2089d2fa72687b065;market for sawnwood, beam, softwood, raw, dried (u=10%);cubic meter;RoW;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;spent activated carbon with mercury;4b054ec778ff7ddb6505e4679c815c21;market for spent activated carbon with mercury;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39950;Wastes from chemical or allied industries;AgriForeAnim;Agricultural and forestry products
market activity;battery, Li-ion, NCA, rechargeable, prismatic;5649dd9b7aa34f1a93f87fabfb7ea516;market for battery, Li-ion, NCA, rechargeable, prismatic;kilogram;GLO;ecoinvent_3.9.1_cutoff;2720;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments and parts
market activity;strontium sulfate, 90% SrSO4;c3f8dcd117ff5691f137f0957f08e412;market for strontium sulfate, 90% SrSO4;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market activity;waste wood, post-consumer;339b9e63931183527c0ff786db16b0ae;market for waste wood, post-consumer;kilogram;RoW;ecoinvent_3.9.1_cutoff;3830;Materials recovery;3928;Sawdust and wood waste and scrap;AgriForeAnim;Agricultural and forestry products
market activity;waste, from silicon wafer production, inorganic;61e4a156c230988ada2b3f2039d00e16;market for waste, from silicon wafer production, inorganic;kilogram;GLO;ecoinvent_3.9.1_cutoff;3822;Treatment and disposal of hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;continuous dyeing, fibre, cotton;c9aaf6e202ed921d2d06dfa485d9c5b2;market for continuous dyeing, fibre, cotton;kilogram;GLO;ecoinvent_3.9.1_cutoff;1313;Finishing of textiles;97150;Dyeing and colouring services;;
market activity;radish;7ed77d4d0f84d19017e576d8237514af;market for radish;kilogram;GLO;ecoinvent_3.9.1_cutoff;113;Growing of vegetables and melons, roots and tubers;125;Root, bulb or tuberous vegetables;OreMinFuel;Ores, minerals & fuels
market activity;propylene oxide, liquid;09c336bfd24acff581c2209fb6916521;market for propylene oxide, liquid;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;electronics, for control units;23810b0bbe04fca71b0f53fc97d56360;market for electronics, for control units;kilogram;GLO;ecoinvent_3.9.1_cutoff;2710;Manufacture of electric motors, generators, transformers and electricity di;482;Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instr[…];MachElecTrans;Metal/electronic equipments and parts
market activity;photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof;0cf7da00590b68cb2104f62e81fb2813;market for photovoltaic slanted-roof installation, 3kWp, CIS, panel, mounted, on roof;unit;GLO;ecoinvent_3.9.1_cutoff;3320;Installation of industrial machinery and equipment;87360;Installation services of electrical machinery and apparatus n.e.c.;;
market activity;consumer electronics, mobile device, smartphone;15ff43903bf8d5281450a5ab26457ec2;market for consumer electronics, mobile device, smartphone;unit;GLO;ecoinvent_3.9.1_cutoff;2630;Manufacture of communication equipment;47222;Telephones for cellular networks or for other wireless networks;MachElecTrans;Metal/electronic equipments and parts
market activity;sodium sulfite;07b24107587db6b476cb76fb529dfe04;market for sodium sulfite;kilogram;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;demersal fish, fresh;1af2738d76156f5ac63662058a837b62;market for demersal fish, fresh;kilogram;GLO;ecoinvent_3.9.1_cutoff;311;Marine fishing;4241;Wild fish of Gadiformes, live, fresh or chilled;ProcBio;Food & beverages, animal feed
market activity;tomato, fresh grade;461b8632da46daefbb306fa8a317e3c5;market for tomato, fresh grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;113;Growing of vegetables and melons, roots and tubers;1234;Tomatoes;OreMinFuel;Ores, minerals & fuels
market activity;EDTA, ethylenediaminetetraacetic acid;19a251c8ac9718ebb7d278134b06ed10;market for EDTA, ethylenediaminetetraacetic acid;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34;Basic chemicals;Chemical;Chemical products
market activity;sawlog and veneer log, softwood, debarked, measured as solid wood;b61440712c3adde79aef39372b0c8a3f;market for sawlog and veneer log, softwood, debarked, measured as solid wood;cubic meter;RoW;ecoinvent_3.9.1_cutoff;220;Logging;31;Wood in the rough;ProcBio;Wood, straw & cork
market activity;heat and power co-generation unit, 160kW electrical, components for electricity only;9d3cb3d2efc331b6baa40a66386b4713;market for heat and power co-generation unit, 160kW electrical, components for electricity only;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;461;Electric motors, generators and transformers, and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;used powertrain from electric passenger car, manual dismantling;621162d205759a547782edc4c067b001;market for used powertrain from electric passenger car, manual dismantling;kilogram;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;aircraft, dedicated freight, long haul;2cb9dbb4d60eae2e1fd653c835da3703;market for aircraft, dedicated freight, long haul;unit;GLO;ecoinvent_3.9.1_cutoff;3030;Manufacture of air and spacecraft and related machinery;49623;Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg;MachElecTrans;Transport vehicles
market activity;anthraquinone;a16f3c33c4b9a95ae6254ebe3bd4e45c;market for anthraquinone;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;uranium, enriched 4%, in fuel element for light water reactor;5a07b5c0a0c70e0c2725623d538d4aa1;market for uranium, enriched 4%, in fuel element for light water reactor;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market activity;sewage sludge, 97% water, WWT, WW from vegetable oil refinery;be95eb1e24856d9dd206c5752e82d47d;market for sewage sludge, 97% water, WWT, WW from vegetable oil refinery;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;compost;6e87d30255ea057c29b275f0c450ae38;market for compost;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;391;Wastes from food and tobacco industry;AgriForeAnim;Agricultural and forestry products
market activity;sewage sludge, 70% water, WWT, WW from pig iron production;5c23a406d47c8a7d7e7eba5fdc04bfe9;market for sewage sludge, 70% water, WWT, WW from pig iron production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;rape seed;877f7125888d19c6f178027bc373e4d8;market for rape seed;kilogram;GLO;ecoinvent_3.9.1_cutoff;111;Growing of cereals (except rice), leguminous crops and oil seeds;1443;Rape or colza seed;OreMinFuel;Ores, minerals & fuels
market activity;pyrochlore concentrate;ed0e31e286da2179a138ffe2d6ba7eab;market for pyrochlore concentrate;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market activity;indolylbutyric acid;af3eb9c0084ad1a3c230675bdf7cc891;market for indolylbutyric acid;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market activity;rye seed, for sowing;cc2454f46821f947cb7bb560a7dd43bf;market for rye seed, for sowing;kilogram;GLO;ecoinvent_3.9.1_cutoff;164;Seed processing for propagation;1161;Rye, seed;OreMinFuel;Ores, minerals & fuels
ordinary transforming activity;supplementary cementitious materials;09a5b16c28576f27f4d19345ef311942;blast furnace dust, for recovery to generic market for supplementary cementitious materials;kilogram;RoW;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;15;Stone, sand and clay;OreMinFuel;Ores, minerals & fuels
market activity;coal stove, 5-15kW;308ffe421db10186f9f172db525e99c5;market for coal stove, 5-15kW;unit;GLO;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43410;"Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, mechanical grates, […]";MachElecTrans;Metal/electronic equipments and parts
market activity;waste expanded polystyrene;6cdad0bb5a6666e6659841e4bf41d876;market for waste expanded polystyrene;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;hard coal, run-of-mine;a618878275594be40595ef331189707b;market for hard coal, run-of-mine;kilogram;RoW;ecoinvent_3.9.1_cutoff;510;Mining of hard coal;11010;Hard coal;OreMinFuel;Ores, minerals & fuels
market activity;intermodal shipping container, 40-foot;6e29b568866854a3b9f372ece95047ae;market for intermodal shipping container, 40-foot;unit;GLO;ecoinvent_3.9.1_cutoff;2920;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of traile";49221;Containers specially designed and equipped for carriage by one or more modes of transport;MachElecTrans;Transport vehicles
market activity;yttrium oxide;0cfadf0ecdbae67e7f4a0f1a5b1d173e;market for yttrium oxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
