activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;brick production facility;5fc25239fd62bb3d612397528a9f74a8;market for brick production facility;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;printer, laser, colour;fe35a6a75a1df036a56f91d38a43b843;market for printer, laser, colour;unit;GLO;ecoinvent_3.9.1_cutoff;2620;Manufacture of computers and peripheral equipment;45264;Laser printers used with data processing machines;MachElecTrans;Metal/electronic equipments and parts
market activity;oil power plant, 500MW;0ca4b03b041b33cef8697c3ee132fd79;market for oil power plant, 500MW;unit;GLO;ecoinvent_3.9.1_cutoff;4220;Construction of utility projects;53262;Power plants;;
market activity;sewage sludge, 97% water, WWT, WW from maize starch production;70966d571648ed79d5e09be414c10c71;market for sewage sludge, 97% water, WWT, WW from maize starch production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;aircraft, dedicated freight, medium haul;3345ab0b61b4f9bebe73ca0b2d17f77d;market for aircraft, dedicated freight, medium haul;unit;GLO;ecoinvent_3.9.1_cutoff;3030;Manufacture of air and spacecraft and related machinery;49623;Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg;MachElecTrans;Transport vehicles
market activity;heat pump, diffusion absorption, 4kW, future;950afd9844447d112954b0a5a50a29a1;market for heat pump, diffusion absorption, 4kW, future;unit;RoW;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43913;Refrigerating and freezing equipment and heat pumps, except household type equipment;MachElecTrans;Metal/electronic equipments and parts
market activity;cleaning consumables, without water, in 13.6% solution state;8eaf080469da4087aff8f05bf3dba09b;market for cleaning consumables, without water, in 13.6% solution state;kilogram;GLO;ecoinvent_3.9.1_cutoff;2023;Manufacture of soap and detergents, cleaning and polishing preparations, pe;353;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
ordinary transforming activity;supplementary cementitious materials;fedc5fa7665b13539b2d89ff351ccc63;clay to generic market for supplementary cementitious materials;kilogram;GLO;ecoinvent_3.9.1_cutoff;2394;Manufacture of cement, lime and plaster;15;Stone, sand and clay;OreMinFuel;Ores, minerals & fuels
market activity;stearic acid;dbbf167ae70acbeea514d5f26c351b87;market for stearic acid;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;lightweight concrete block, expanded perlite;9e8b20a3718220690fb65a3b2ce93625;market for lightweight concrete block, expanded perlite;kilogram;RoW;ecoinvent_3.9.1_cutoff;2399;Manufacture of other non-metallic mineral products n.e.c.;379;Other non-metallic mineral products n.e.c.;GlasNonMetal;Glass and other non-metallic products
market activity;furnace, logs, hardwood storage area, 30kW;55ab5aef2e943c52991b7c83af6bfd6c;market for furnace, logs, hardwood storage area, 30kW;unit;GLO;ecoinvent_3.9.1_cutoff;2815;Manufacture of ovens, furnaces and furnace burners;43420;"Industrial or laboratory furnaces and ovens, except non-electric bakery ovens; other industrial or laboratory […]";MachElecTrans;Metal/electronic equipments and parts
market activity;waste, from silicon wafer production;cb9c6556b7e2a189fe278e9330d2dfb6;market for waste, from silicon wafer production;kilogram;GLO;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;wood preservation, spray tunnel/deluging, organic solvent-based, indoor use, occasionally wet;6f4c7853863867f21aaa1572a33af827;market for wood preservation, spray tunnel/deluging, organic solvent-based, indoor use, occasionally wet;kilogram;GLO;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;54730;Painting services;;
market activity;samarium oxide;fb480c86bf93fa281a8293bf1737091d;market for samarium oxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;fodder beet seed, for sowing;15c3da7199cfe906bf2d8767c327a061;market for fodder beet seed, for sowing;kilogram;GLO;ecoinvent_3.9.1_cutoff;164;Seed processing for propagation;1940;Beet seeds (excluding sugar beet seeds) and seeds of forage plants;;
market activity;polyphenylene sulfide;99336db2446b51b8f056be971845df59;market for polyphenylene sulfide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2013;Manufacture of plastics and synthetic rubber in primary forms;347;Plastics in primary forms;PlastRub;Plastics & rubber products
